"","Query","VIP","level","Comp1","coefficient","Level1","Level2","Level3","Level4","VIP.sign","fct_reorder(Query, VIP.sign)"
"11","K05778",1.49197412637542,"top_5",0.00501259536105546,0.00075265503358602," 09180 Brite Hierarchies","  09183 Protein families: signaling and cellular processes","   02000 Transporters","    K05778  ynjC; putative thiamine transport system permease protein",1.49197412637542,"K05778"
"12","K02019",1.48950518256981,"top_5",0.0165748565728371,0.000751409527413977," 09180 Brite Hierarchies","  09182 Protein families: genetic information processing","   03000 Transcription factors","    K02019  modE; molybdate transport system regulatory protein",1.48950518256981,"K02019"
"13","K15740",1.4817337308794,"top_5",0.0273572458971456,0.000747489069190436," 09100 Metabolism","  09108 Metabolism of cofactors and vitamins","   00790 Folate biosynthesis","    K15740  mptN; tetrahydromethanopterin:alpha-L-glutamate ligase",1.4817337308794,"K15740"
"14","K20971",1.47980152292725,"top_5",0.0012112575494206,0.000746514329739251," 09140 Cellular Processes","  09145 Cellular community - prokaryotes","   02025 Biofilm formation - Pseudomonas aeruginosa","    K20971  ladS; two-component system, sensor histidine kinase LadS",1.47980152292725,"K20971"
"15","K14051",1.47118837028269,"top_5",0.0125708856968293,0.000742169259286375," 09140 Cellular Processes","  09145 Cellular community - prokaryotes","   02024 Quorum sensing","    K14051  gmr, pdeR; c-di-GMP phosphodiesterase Gmr",1.47118837028269,"K14051"
"16","K20866",1.46038714507953,"top_5",0.0254828138291298,0.000736720373562196," 09100 Metabolism","  09101 Carbohydrate metabolism","   00010 Glycolysis / Gluconeogenesis","    K20866  yihX; glucose-1-phosphatase",1.46038714507953,"K20866"
"17","K19969",1.45406463880396,"top_5",0.0080622916987057,0.000733530863711414," 09100 Metabolism","  09110 Biosynthesis of other secondary metabolites","   00525 Acarbose and validamycin biosynthesis","    K19969  acbC, salQ, valA, cetA; 2-epi-5-epi-valiolone synthase",1.45406463880396,"K19969"
"18","K04114",1.43378131517601,"top_5",0.0246265957383181,0.000723298551128671," 09100 Metabolism","  09111 Xenobiotics biodegradation and metabolism","   00362 Benzoate degradation","    K04114  bcrA, badF; benzoyl-CoA reductase subunit A",1.43378131517601,"K04114"
"19","K00662",1.42937494493367,"top_5",0.0152320738099605,0.000721075672940567," 09180 Brite Hierarchies","  09183 Protein families: signaling and cellular processes","   01504 Antimicrobial resistance genes","    K00662  aacC; aminoglycoside 3-N-acetyltransferase",1.42937494493367,"K00662"
"20","K16423",1.42454756063714,"top_5",0.0339201683729356,0.000718640406118167," 09100 Metabolism","  09109 Metabolism of terpenoids and polyketides","   01055 Biosynthesis of vancomycin group antibiotics","    K16423  hpgT, nocG; (S)-3,5-dihydroxyphenylglycine transaminase",1.42454756063714,"K16423"
"21","K06914",1.4007717970821,"top_5",0.03563121663931,0.000706646265066591," 09100 Metabolism","  09102 Energy metabolism","   00680 Methane metabolism","    K06914  mfnD; tyramine---L-glutamate ligase",1.4007717970821,"K06914"
"22","K04098",1.39789267825267,"top_5",0.0160178863690893,0.000705193838217522," 09100 Metabolism","  09111 Xenobiotics biodegradation and metabolism","   00362 Benzoate degradation","    K04098  chqB; hydroxyquinol 1,2-dioxygenase",1.39789267825267,"K04098"
"23","K21298",1.38919435911778,"top_5",0.0135189724311279,0.000700805803891138," 09190 Not Included in Pathway or Brite","  09191 Unclassified: metabolism","   99980 Enzymes with EC numbers","    K21298  E2.4.1.333; 1,2-beta-oligoglucan phosphorylase",1.38919435911778,"K21298"
"24","K00217",1.37003836906436,"top_5",0.0045515710887571,0.000691142196404823," 09100 Metabolism","  09111 Xenobiotics biodegradation and metabolism","   00362 Benzoate degradation","    K00217  E1.3.1.32; maleylacetate reductase",1.37003836906436,"K00217"
"25","K17762",1.34241511859294,"top_5",0.0296524778754085,0.000677207116604324," 09180 Brite Hierarchies","  09182 Protein families: genetic information processing","   03021 Transcription machinery","    K17762  rsbS; rsbT antagonist protein RsbS",1.34241511859294,"K17762"
"26","K01146",1.34197939835595,"top_5",0.0156822127823017,0.000676987309153372," 09190 Not Included in Pathway or Brite","  09192 Unclassified: genetic information processing","   99976 Replication and repair","    K01146  xni; protein Xni",1.34197939835595,"K01146"
"27","K14727",1.33596370147168,"top_10",0.0197325374521427,0.000673952575198921," 09100 Metabolism","  09111 Xenobiotics biodegradation and metabolism","   00362 Benzoate degradation","    K14727  pcaL; 3-oxoadipate enol-lactonase / 4-carboxymuconolactone decarboxylase",1.33596370147168,"K14727"
"28","K09897",1.32773581933398,"top_10",0.00110886860442486,0.000669801861860653," 09190 Not Included in Pathway or Brite","  09194 Poorly characterized","   99997 Function unknown","    K09897  K09897; uncharacterized protein",1.32773581933398,"K09897"
"29","K00387",1.3255362386451,"top_10",0.0113837789385201,0.000668692241091772," 09100 Metabolism","  09102 Energy metabolism","   00920 Sulfur metabolism","    K00387  SUOX; sulfite oxidase",1.3255362386451,"K00387"
"30","K06965",1.32501749270577,"top_10",0.0288968656409811,0.000668430549728973," 09120 Genetic Information Processing","  09122 Translation","   03015 mRNA surveillance pathway","    K06965  PELO, DOM34, pelA; protein pelota",1.32501749270577,"K06965"
"31","K18482",1.31478019516851,"top_10",0.0193627762974342,0.000663266148158246," 09100 Metabolism","  09108 Metabolism of cofactors and vitamins","   00790 Folate biosynthesis","    K18482  ADCL; 4-amino-4-deoxychorismate lyase",1.31478019516851,"K18482"
"32","K09120",1.31347077945739,"top_10",0.0166734474422499,0.000662605588227207," 09180 Brite Hierarchies","  09182 Protein families: genetic information processing","   03400 DNA repair and recombination proteins","    K09120  dU; endonuclease dU",1.31347077945739,"K09120"
"33","K14682",1.31268739685168,"top_10",0.0136474440474669,0.00066221039581," 09100 Metabolism","  09105 Amino acid metabolism","   00220 Arginine biosynthesis","    K14682  argAB; amino-acid N-acetyltransferase",1.31268739685168,"K14682"
"34","K02339",1.31181214406658,"top_10",0.0212337760822536,0.000661768857714455," 09120 Genetic Information Processing","  09124 Replication and repair","   03030 DNA replication","    K02339  holC; DNA polymerase III subunit chi",1.31181214406658,"K02339"
"35","K12369",1.295509031479,"top_10",0.0058442684716437,-0.000653544439116815," 09130 Environmental Information Processing","  09131 Membrane transport","   02010 ABC transporters","    K12369  dppB; dipeptide transport system permease protein",1.295509031479,"K12369"
"36","K10943",1.29435980990143,"top_10",0.0164645625714379,0.000652964692196427," 09130 Environmental Information Processing","  09132 Signal transduction","   02020 Two-component system","    K10943  flrC, fleR, flaM; two-component system, response regulator FlrC",1.29435980990143,"K10943"
"37","K07182",1.28995186720814,"top_10",0.0260405806345687,0.000650741020755203," 09190 Not Included in Pathway or Brite","  09193 Unclassified: signaling and cellular processes","   99995 Signaling proteins","    K07182  K07182; CBS domain-containing protein",1.28995186720814,"K07182"
"38","K04037",1.28830667205657,"top_10",0.0317718680540509,0.000649911070429546," 09100 Metabolism","  09108 Metabolism of cofactors and vitamins","   00860 Porphyrin metabolism","    K04037  chlL; light-independent protochlorophyllide reductase subunit L",1.28830667205657,"K04037"
"39","K21741",1.28631541579131,"top_10",0.0168899912095099,0.000648906542921519," 09190 Not Included in Pathway or Brite","  09194 Poorly characterized","   99996 General function prediction only","    K21741  rclC; reactive chlorine resistance protein C",1.28631541579131,"K21741"
"40","K12276",1.27979012738184,"top_10",0.0116151732567342,0.000645614735724487," 09140 Cellular Processes","  09145 Cellular community - prokaryotes","   05111 Biofilm formation - Vibrio cholerae","    K12276  mshE; MSHA biogenesis protein MshE",1.27979012738184,"K12276"
"41","K04113",1.27716136104888,"top_10",0.0320885423376148,0.000644288604005682," 09100 Metabolism","  09111 Xenobiotics biodegradation and metabolism","   00362 Benzoate degradation","    K04113  bcrB, badE; benzoyl-CoA reductase subunit B",1.27716136104888,"K04113"
"42","K03656",1.27484523251502,"top_10",0.00735771155555926,0.000643120188435583," 09180 Brite Hierarchies","  09182 Protein families: genetic information processing","   03400 DNA repair and recombination proteins","    K03656  rep; ATP-dependent DNA helicase Rep",1.27484523251502,"K03656"
"43","K21726",1.27370595383888,"top_10",0.0100416587390279,0.000642545457402988," 09100 Metabolism","  09111 Xenobiotics biodegradation and metabolism","   00627 Aminobenzoate degradation","    K21726  npcA; 4-nitrophenol 2-monooxygenase / 4-nitrocatechol 4-monooxygenase, oxygenase component",1.27370595383888,"K21726"
"44","K23016",1.27266352780158,"top_10",0.00575171345292803,0.000642019585546201," 09180 Brite Hierarchies","  09183 Protein families: signaling and cellular processes","   02000 Transporters","    K23016  lgoT; MFS transporter, ACS family, L-galactonate transporter",1.27266352780158,"K23016"
"45","K13774",1.26917670189217,"top_10",0.0270984689792939,0.00064026058917652," 09100 Metabolism","  09109 Metabolism of terpenoids and polyketides","   00907 Pinene, camphor and geraniol degradation","    K13774  atuB; citronellol/citronellal dehydrogenase",1.26917670189217,"K13774"
"46","K22350",1.26741726529932,"top_10",0.0396394377674203,0.000639373007559333," 09190 Not Included in Pathway or Brite","  09191 Unclassified: metabolism","   99980 Enzymes with EC numbers","    K22350  mcoA; manganese oxidase",1.26741726529932,"K22350"
"47","K16066",1.26470556086119,"top_10",0.0257745502446252,0.000638005036118761," 09100 Metabolism","  09104 Nucleotide metabolism","   00240 Pyrimidine metabolism","    K16066  ydfG; 3-hydroxy acid dehydrogenase / malonic semialdehyde reductase",1.26470556086119,"K16066"
"48","K00801",1.25287925899434,"top_10",0.027930812536034,0.000632039030762879," 09100 Metabolism","  09103 Lipid metabolism","   00100 Steroid biosynthesis","    K00801  FDFT1; farnesyl-diphosphate farnesyltransferase",1.25287925899434,"K00801"
"49","K13778",1.25135121670661,"top_10",0.0344900334296053,0.000631268180451833," 09100 Metabolism","  09109 Metabolism of terpenoids and polyketides","   00907 Pinene, camphor and geraniol degradation","    K13778  atuC; geranyl-CoA carboxylase beta subunit",1.25135121670661,"K13778"
"50","K15514",1.24737280984893,"top_10",0.0209432396193011,0.000629261196621382," 09100 Metabolism","  09111 Xenobiotics biodegradation and metabolism","   00362 Benzoate degradation","    K15514  boxD; 3,4-dehydroadipyl-CoA semialdehyde dehydrogenase",1.24737280984893,"K15514"
"51","K08714",1.2460183683462,"top_10",0.00414214876396846,0.000628577922564074," 09180 Brite Hierarchies","  09183 Protein families: signaling and cellular processes","   02000 Transporters","    K08714  VGSC; voltage-gated sodium channel",1.2460183683462,"K08714"
"52","K07814",1.23953705996821,"top_10",0.0142656146083907,0.000625308301939503," 09190 Not Included in Pathway or Brite","  09191 Unclassified: metabolism","   99980 Enzymes with EC numbers","    K07814  K07814; cyclic di-GMP phosphodiesterase",1.23953705996821,"K07814"
"53","K11924",1.23794082986944,NA,0.0118138468225423,0.000624503052976159," 09180 Brite Hierarchies","  09182 Protein families: genetic information processing","   03000 Transcription factors","    K11924  mntR; DtxR family transcriptional regulator, manganese transport regulator",1.23794082986944,"K11924"
"54","K03263",1.23615808929624,NA,0.0288549901990577,0.000623603715218033," 09180 Brite Hierarchies","  09182 Protein families: genetic information processing","   03012 Translation factors","    K03263  EIF5A; translation initiation factor 5A",1.23615808929624,"K03263"
"55","K20762",1.23250702547464,NA,0.0186436431361131,0.000621761865875818," 09190 Not Included in Pathway or Brite","  09191 Unclassified: metabolism","   99980 Enzymes with EC numbers","    K20762  scnC; thiocyanate hydrolase subunit gamma",1.23250702547464,"K20762"
"56","K19622",1.2318174937204,NA,0.0118569197159095,0.000621414018325062," 09130 Environmental Information Processing","  09132 Signal transduction","   02020 Two-component system","    K19622  phcR; two-component system, response regulator PhcR",1.2318174937204,"K19622"
"57","K08097",1.2305773917271,NA,0.0152864070395493,0.000620788425031643," 09100 Metabolism","  09102 Energy metabolism","   00680 Methane metabolism","    K08097  comA; phosphosulfolactate synthase",1.2305773917271,"K08097"
"58","K20528",1.22877919660635,NA,0.019204500872428,0.000619881290929867," 09140 Cellular Processes","  09145 Cellular community - prokaryotes","   02024 Quorum sensing","    K20528  trbC; type IV secretion system protein TrbC",1.22877919660635,"K20528"
"59","K10916",1.22529263930529,NA,0.0354852342487484,0.000618122430064829," 09130 Environmental Information Processing","  09132 Signal transduction","   02020 Two-component system","    K10916  cqsS; two-component system, CAI-1 autoinducer sensor kinase/phosphatase CqsS",1.22529263930529,"K10916"
"60","K01497",1.22292147778654,NA,0.0226790873691117,0.000616926252047408," 09100 Metabolism","  09108 Metabolism of cofactors and vitamins","   00740 Riboflavin metabolism","    K01497  ribA, RIB1; GTP cyclohydrolase II",1.22292147778654,"K01497"
"61","K13378",1.22029997377824,NA,0.0230997062222402,0.000615603783947906," 09100 Metabolism","  09102 Energy metabolism","   00190 Oxidative phosphorylation","    K13378  nuoCD; NADH-quinone oxidoreductase subunit C/D",1.22029997377824,"K13378"
"62","K03124",1.21459880466106,NA,0.0331871813458512,0.000612727719572853," 09120 Genetic Information Processing","  09121 Transcription","   03022 Basal transcription factors","    K03124  TFIIB, GTF2B, SUA7, tfb; transcription initiation factor TFIIB",1.21459880466106,"K03124"
"63","K09142",1.21045402497431,NA,0.0340490943687353,0.000610636805769999," 09180 Brite Hierarchies","  09182 Protein families: genetic information processing","   03036 Chromosome and associated proteins","    K09142  SPOUT1; methyltransferase",1.21045402497431,"K09142"
"64","K00558",1.20929287367513,NA,0.0135093032710286,-0.000610051040672181," 09100 Metabolism","  09105 Amino acid metabolism","   00270 Cysteine and methionine metabolism","    K00558  DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1",1.20929287367513,"K00558"
"65","K20530",1.20645777992614,NA,0.0203343094117552,0.000608620823121388," 09140 Cellular Processes","  09145 Cellular community - prokaryotes","   02024 Quorum sensing","    K20530  trbE; type IV secretion system protein TrbE",1.20645777992614,"K20530"
"66","K06974",1.20127317673375,NA,0.0209377345811954,0.000606005350358883," 09180 Brite Hierarchies","  09181 Protein families: metabolism","   01002 Peptidases and inhibitors","    K06974  amzA, AMZ2, AMZ1; archaemetzincin",1.20127317673375,"K06974"
"67","K11890",1.20045613920083,NA,0.0338911974529361,0.000605593180066577," 09140 Cellular Processes","  09145 Cellular community - prokaryotes","   02025 Biofilm formation - Pseudomonas aeruginosa","    K11890  impM; type VI secretion system protein ImpM",1.20045613920083,"K11890"
"68","K00196",1.20031829057691,NA,0.040846912813017,0.000605523639677885," 09100 Metabolism","  09102 Energy metabolism","   00720 Carbon fixation pathways in prokaryotes","    K00196  cooF; anaerobic carbon-monoxide dehydrogenase iron sulfur subunit",1.20031829057691,"K00196"
"69","K18236",1.1995736515732,NA,0.0175676365145733,0.000605147992215617," 09180 Brite Hierarchies","  09183 Protein families: signaling and cellular processes","   01504 Antimicrobial resistance genes","    K18236  lnuB_F, lin; lincosamide nucleotidyltransferase B/F",1.1995736515732,"K18236"
"70","K12508",1.19657149353277,NA,0.0313396856787258,0.000603633495870936," 09190 Not Included in Pathway or Brite","  09191 Unclassified: metabolism","   99980 Enzymes with EC numbers","    K12508  fcs; feruloyl-CoA synthase",1.19657149353277,"K12508"
"71","K08226",1.19634778806663,NA,0.0345777981194846,0.000603520643347454," 09180 Brite Hierarchies","  09183 Protein families: signaling and cellular processes","   02000 Transporters","    K08226  pucC; MFS transporter, BCD family, chlorophyll transporter",1.19634778806663,"K08226"
"72","K02203",1.19396765379468,NA,0.0212937782533119,0.000602319938852168," 09100 Metabolism","  09102 Energy metabolism","   00680 Methane metabolism","    K02203  thrH; phosphoserine / homoserine phosphotransferase",1.19396765379468,"K02203"
"73","K07318",1.18727797038341,NA,0.0251545187186008,0.000598945199435724," 09180 Brite Hierarchies","  09183 Protein families: signaling and cellular processes","   02048 Prokaryotic defense system","    K07318  K07318; adenine-specific DNA-methyltransferase",1.18727797038341,"K07318"
"74","K06997",1.18181084001773,NA,0.00620466922828354,-0.000596187200408625," 09190 Not Included in Pathway or Brite","  09191 Unclassified: metabolism","   99985 Amino acid metabolism","    K06997  yggS, PROSC; PLP dependent protein",1.18181084001773,"K06997"
"75","K07397",1.17836571088674,NA,0.0169144542472311,0.000594449238780502," 09190 Not Included in Pathway or Brite","  09192 Unclassified: genetic information processing","   99975 Protein processing","    K07397  yhfA; putative redox protein",1.17836571088674,"K07397"
"76","K11336",1.17832942046579,NA,0.0331328704129776,0.000594430931379916," 09100 Metabolism","  09108 Metabolism of cofactors and vitamins","   00860 Porphyrin metabolism","    K11336  bchF; 3-vinyl bacteriochlorophyllide hydratase",1.17832942046579,"K11336"
"77","K03274",1.17742015912072,NA,0.0231951157033598,0.000593972237012421,NA,NA,NA,NA,1.17742015912072,"K03274"
"78","K07460",1.17586278519324,NA,0.00757612149482206,-0.000593186589791756," 09190 Not Included in Pathway or Brite","  09192 Unclassified: genetic information processing","   99976 Replication and repair","    K07460  yraN; putative endonuclease",1.17586278519324,"K07460"
"79","K13832",1.1755134210494,NA,0.0210571775601497,0.000593010346332324," 09100 Metabolism","  09105 Amino acid metabolism","   00400 Phenylalanine, tyrosine and tryptophan biosynthesis","    K13832  aroDE, DHQ-SDH; 3-dehydroquinate dehydratase / shikimate dehydrogenase",1.1755134210494,"K13832"
"80","K04798",1.17252637920147,NA,0.0354867099260944,0.000591503475641586," 09180 Brite Hierarchies","  09182 Protein families: genetic information processing","   03110 Chaperones and folding catalysts","    K04798  pfdB, PFDN6; prefoldin beta subunit",1.17252637920147,"K04798"
"81","K13770",1.17029977895712,NA,0.0286749593436758,0.000590380224338449," 09180 Brite Hierarchies","  09182 Protein families: genetic information processing","   03000 Transcription factors","    K13770  ysiA, fadR; TetR/AcrR family transcriptional regulator, fatty acid metabolism regulator protein",1.17029977895712,"K13770"
"82","K00833",1.16804873852877,NA,0.0312124960452107,0.000589244643714598," 09100 Metabolism","  09108 Metabolism of cofactors and vitamins","   00780 Biotin metabolism","    K00833  bioA; adenosylmethionine---8-amino-7-oxononanoate aminotransferase",1.16804873852877,"K00833"
"83","K01156",1.16377588331995,NA,0.0320230596093961,0.000587089119752182," 09180 Brite Hierarchies","  09183 Protein families: signaling and cellular processes","   02048 Prokaryotic defense system","    K01156  res; type III restriction enzyme",1.16377588331995,"K01156"
"84","K00958",1.15856498212964,NA,0.0254713344390773,0.000584460380459005," 09100 Metabolism","  09102 Energy metabolism","   00920 Sulfur metabolism","    K00958  sat, met3; sulfate adenylyltransferase",1.15856498212964,"K00958"
"85","K20151",1.15765176008437,NA,0.00324933944732233,-0.00058399968804015," 09180 Brite Hierarchies","  09181 Protein families: metabolism","   01003 Glycosyltransferases","    K20151  fucT; alpha(1,3/1,4) fucosyltransferase",1.15765176008437,"K20151"
"86","K02473",1.15593513684305,NA,0.0399777566429811,0.000583133704441299," 09100 Metabolism","  09101 Carbohydrate metabolism","   00520 Amino sugar and nucleotide sugar metabolism","    K02473  wbpP; UDP-N-acetylglucosamine/UDP-N-acetylgalactosamine 4-epimerase",1.15593513684305,"K02473"
"87","K20459",1.15572616267739,NA,0.00614434762246276,0.000583028283405578," 09130 Environmental Information Processing","  09131 Membrane transport","   02010 ABC transporters","    K20459  nukF, mcdF, sboF; lantibiotic transport system ATP-binding protein",1.15572616267739,"K20459"
"88","K25097",1.15345806150226,NA,0.00217812696841872,0.000581884096159991," 09180 Brite Hierarchies","  09183 Protein families: signaling and cellular processes","   02000 Transporters","    K25097  agpB; alpha-galactoside transport system permease protein",1.15345806150226,"K25097"
"89","K02724",1.15324053053712,NA,0.0138341684478452,0.000581774358482252," 09100 Metabolism","  09102 Energy metabolism","   00195 Photosynthesis","    K02724  psbZ; photosystem II PsbZ protein",1.15324053053712,"K02724"
"90","K07216",1.1509272974844,NA,0.0143098898213443,0.000580607403593284," 09190 Not Included in Pathway or Brite","  09193 Unclassified: signaling and cellular processes","   99994 Others","    K07216  hr; hemerythrin",1.1509272974844,"K07216"
"91","K01826",1.15083321844802,NA,0.027544317371486,0.000580559943614567," 09100 Metabolism","  09105 Amino acid metabolism","   00350 Tyrosine metabolism","    K01826  hpaF, hpcD; 5-carboxymethyl-2-hydroxymuconate isomerase",1.15083321844802,"K01826"
"92","K00556",1.14910912048852,NA,0.00747694402239388,0.000579690189250417," 09180 Brite Hierarchies","  09182 Protein families: genetic information processing","   03016 Transfer RNA biogenesis","    K00556  trmH; tRNA (guanosine-2'-O-)-methyltransferase",1.14910912048852,"K00556"
"93","K03928",1.14765862625997,NA,0.0166017923587369,0.000578958459548801," 09190 Not Included in Pathway or Brite","  09191 Unclassified: metabolism","   99980 Enzymes with EC numbers","    K03928  yvaK; carboxylesterase",1.14765862625997,"K03928"
"94","K07226",1.14065249467032,NA,0.00730932309971469,0.000575424081764566," 09100 Metabolism","  09108 Metabolism of cofactors and vitamins","   00860 Porphyrin metabolism","    K07226  hutZ, hugZ; heme oxygenase (biliverdin-IX-beta and delta-forming)",1.14065249467032,"K07226"
"95","K07711",1.13503115505094,NA,0.0280121576203297,0.000572588288914526," 09130 Environmental Information Processing","  09132 Signal transduction","   02020 Two-component system","    K07711  glrK, qseE; two-component system, NtrC family, sensor histidine kinase GlrK",1.13503115505094,"K07711"
"96","K18981",1.13306771206904,NA,0.0213798535347746,0.000571597792352042," 09100 Metabolism","  09101 Carbohydrate metabolism","   00053 Ascorbate and aldarate metabolism","    K18981  udh; uronate dehydrogenase",1.13306771206904,"K18981"
"97","K10715",1.1325283667603,NA,0.0088477778135761,-0.000571325709241294," 09130 Environmental Information Processing","  09132 Signal transduction","   02020 Two-component system","    K10715  rpfC; two-component system, sensor histidine kinase RpfC",1.1325283667603,"K10715"
"98","K04568",1.12766551671488,NA,0.00293063385456445,-0.000568872551039982," 09180 Brite Hierarchies","  09182 Protein families: genetic information processing","   03012 Translation factors","    K04568  epmA, poxA; elongation factor P--(R)-beta-lysine ligase",1.12766551671488,"K04568"
"99","K11333",1.12708353236488,NA,0.0259707360843277,0.000568578957845065," 09100 Metabolism","  09108 Metabolism of cofactors and vitamins","   00860 Porphyrin metabolism","    K11333  bchX; 3,8-divinyl chlorophyllide a/chlorophyllide a reductase subunit X",1.12708353236488,"K11333"
"100","K04068",1.12234914064562,NA,0.0145121294403071,0.000566190602916199," 09190 Not Included in Pathway or Brite","  09191 Unclassified: metabolism","   99980 Enzymes with EC numbers","    K04068  nrdG; anaerobic ribonucleoside-triphosphate reductase activating protein",1.12234914064562,"K04068"
"101","K13670",1.11682972055173,NA,0.022143438703493,0.000563406225330355," 09190 Not Included in Pathway or Brite","  09191 Unclassified: metabolism","   99980 Enzymes with EC numbers","    K13670  pimF; putative glycosyltransferase",1.11682972055173,"K13670"
"102","K00275",1.11613186298411,NA,0.00510845849111652,-0.000563054177662967," 09100 Metabolism","  09108 Metabolism of cofactors and vitamins","   00750 Vitamin B6 metabolism","    K00275  pdxH, PNPO; pyridoxamine 5'-phosphate oxidase",1.11613186298411,"K00275"
"103","K16216",1.11312666287993,NA,0.0192965413826923,0.000561538146690738," 09190 Not Included in Pathway or Brite","  09191 Unclassified: metabolism","   99980 Enzymes with EC numbers","    K16216  yueD; benzil reductase ((S)-benzoin forming)",1.11312666287993,"K16216"
"104","K07060",1.11244052870094,NA,0.0252559898012013,0.000561192013112146," 09180 Brite Hierarchies","  09183 Protein families: signaling and cellular processes","   02048 Prokaryotic defense system","    K07060  nob1; endoribonuclease Nob1",1.11244052870094,"K07060"
"105","K07023",1.10803513905562,NA,0.0230911533914979,0.000558969629605061," 09100 Metabolism","  09104 Nucleotide metabolism","   00230 Purine metabolism","    K07023  YGK1, HDDC2; 5'-deoxynucleotidase",1.10803513905562,"K07023"
"106","K15898",1.10723553542769,NA,0.0161518427950176,0.000558566254181319," 09100 Metabolism","  09101 Carbohydrate metabolism","   00520 Amino sugar and nucleotide sugar metabolism","    K15898  pseI, neuB3; pseudaminic acid synthase",1.10723553542769,"K15898"
"107","K09966",1.10723003137867,NA,0.0197539819462123,0.000558563477557969," 09190 Not Included in Pathway or Brite","  09194 Poorly characterized","   99997 Function unknown","    K09966  K09966; uncharacterized protein",1.10723003137867,"K09966"
"108","K09975",1.10510669930917,NA,0.0038114167572005,0.000557492321871125," 09190 Not Included in Pathway or Brite","  09194 Poorly characterized","   99997 Function unknown","    K09975  K09975; uncharacterized protein",1.10510669930917,"K09975"
"109","K13497",1.10481785667098,NA,0.0282959490079941,0.00055734660964884," 09100 Metabolism","  09105 Amino acid metabolism","   00400 Phenylalanine, tyrosine and tryptophan biosynthesis","    K13497  trpGD; anthranilate synthase/phosphoribosyltransferase",1.10481785667098,"K13497"
"110","K03113",1.1037773719981,NA,0.0384612763070175,0.00055682171715066," 09180 Brite Hierarchies","  09182 Protein families: genetic information processing","   03012 Translation factors","    K03113  EIF1, SUI1; translation initiation factor 1",1.1037773719981,"K03113"
"111","K12527",1.10251911674289,NA,0.00357681308823582,0.000556186966095245," 09100 Metabolism","  09106 Metabolism of other amino acids","   00450 Selenocompound metabolism","    K12527  ygfK; putative selenate reductase",1.10251911674289,"K12527"
"112","K01021",1.09999946611423,NA,0.033188821288319,0.000554915879891396," 09190 Not Included in Pathway or Brite","  09191 Unclassified: metabolism","   99980 Enzymes with EC numbers","    K01021  TPST; protein-tyrosine sulfotransferase",1.09999946611423,"K01021"
