"","KO","VIP","coefficient","VIP_signed","Metabolism","Pathway","Subpathway","Level1","Level2","Level3","Level4"
"49","K16876",2.28660639028023,-0.000589287265909654,-2.28660639028023,"Degradation","Xenobiotics degradation","Xenobiotics degradation: Furfural"," 09100 Metabolism","  09111 Xenobiotics biodegradation and metabolism","   00365 Furfural degradation","    K16876  hmfD; 2-furoate---CoA ligase"
"50","K13665",2.27903859330626,-0.000587336949315285,-2.27903859330626,"Biosynthesis","EPS biosynthesis","EPS biosynthesis: Acetan/xanthan"," 09100 Metabolism","  09107 Glycan biosynthesis and metabolism","   00543 Exopolysaccharide biosynthesis","    K13665  gumL; pyruvyltransferase"
"51","K07704",2.27637148485828,-0.000586649601876795,-2.27637148485828,NA,NA,NA," 09130 Environmental Information Processing","  09132 Signal transduction","   02020 Two-component system","    K07704  lytS; two-component system, LytTR family, sensor histidine kinase LytS"
"52","K20151",2.26608904662637,-0.00058399968804015,-2.26608904662637,NA,NA,NA," 09180 Brite Hierarchies","  09181 Protein families: metabolism","   01003 Glycosyltransferases","    K20151  fucT; alpha(1,3/1,4) fucosyltransferase"
"53","K00067",2.25970223181143,-0.000582353725422287,-2.25970223181143,NA,NA,NA," 09100 Metabolism","  09107 Glycan biosynthesis and metabolism","   00541 O-Antigen nucleotide sugar biosynthesis","    K00067  rfbD, rmlD; dTDP-4-dehydrorhamnose reductase"
"54","K05802",2.25441744996284,-0.000580991770579633,-2.25441744996284,NA,NA,NA," 09180 Brite Hierarchies","  09183 Protein families: signaling and cellular processes","   02000 Transporters","    K05802  mscK, kefA, aefA; potassium-dependent mechanosensitive channel"
"55","K07164",2.22814550892711,-0.00057422116048736,-2.22814550892711,NA,NA,NA," 09190 Not Included in Pathway or Brite","  09194 Poorly characterized","   99997 Function unknown","    K07164  K07164; uncharacterized protein"
"56","K00166",2.21832519214713,-0.00057169034116916,-2.21832519214713,"Degradation","Amino acid degradation","Amino acid degradation: Shared"," 09100 Metabolism","  09101 Carbohydrate metabolism","   00640 Propanoate metabolism","    K00166  BCKDHA, bkdA1; 2-oxoisovalerate dehydrogenase E1 component subunit alpha"
"57","K10715",2.21691031396361,-0.000571325709241294,-2.21691031396361,NA,NA,NA," 09130 Environmental Information Processing","  09132 Signal transduction","   02020 Two-component system","    K10715  rpfC; two-component system, sensor histidine kinase RpfC"
"58","K04568",2.20739134495818,-0.000568872551039982,-2.20739134495818,NA,NA,NA," 09180 Brite Hierarchies","  09182 Protein families: genetic information processing","   03012 Translation factors","    K04568  epmA, poxA; elongation factor P--(R)-beta-lysine ligase"
"59","K01214",2.20156274649027,-0.00056737044780532,-2.20156274649027,NA,NA,NA," 09100 Metabolism","  09101 Carbohydrate metabolism","   00500 Starch and sucrose metabolism","    K01214  ISA, treX; isoamylase"
"60","K23465",2.19498391758962,-0.000565675000739208,-2.19498391758962,NA,NA,NA," 09190 Not Included in Pathway or Brite","  09191 Unclassified: metabolism","   99980 Enzymes with EC numbers","    K23465  tgnD; (E)-2-((N-methylformamido)methylene)succinate hydrolase"
"61","K06287",2.1862658800355,-0.000563428252660393,-2.1862658800355,NA,NA,NA," 09100 Metabolism","  09104 Nucleotide metabolism","   00240 Pyrimidine metabolism","    K06287  yhdE; nucleoside triphosphate pyrophosphatase"
"62","K02346",2.18583615710821,-0.000563317507649799,-2.18583615710821,NA,NA,NA," 09180 Brite Hierarchies","  09182 Protein families: genetic information processing","   03400 DNA repair and recombination proteins","    K02346  dinB; DNA polymerase IV"
"63","K00275",2.18481435998909,-0.000563054177662967,-2.18481435998909,NA,NA,NA," 09100 Metabolism","  09108 Metabolism of cofactors and vitamins","   00750 Vitamin B6 metabolism","    K00275  pdxH, PNPO; pyridoxamine 5'-phosphate oxidase"
"64","K18233",2.18291076554673,-0.000562563597399958,-2.18291076554673,NA,NA,NA," 09130 Environmental Information Processing","  09131 Membrane transport","   02010 ABC transporters","    K18233  oleC5; oleandomycin transport system permease protein"
"65","K01750",2.17950878786739,-0.000561686864905085,-2.17950878786739,"Degradation","Amino acid degradation","Amino acid degradation: Arginine/Proline"," 09100 Metabolism","  09105 Amino acid metabolism","   00330 Arginine and proline metabolism","    K01750  E4.3.1.12, ocd; ornithine cyclodeaminase"
"66","K23825",2.17056625663759,-0.000559382261978619,-2.17056625663759,NA,NA,NA," 09100 Metabolism","  09108 Metabolism of cofactors and vitamins","   00860 Porphyrin metabolism","    K23825  K23825; F420H(2)-dependent biliverdin reductase"
"67","K03412",2.16976088696945,-0.000559174708071744,-2.16976088696945,NA,NA,NA," 09130 Environmental Information Processing","  09132 Signal transduction","   02020 Two-component system","    K03412  cheB; two-component system, chemotaxis family, protein-glutamate methylesterase/glutaminase"
"68","K02810",2.1666074660836,-0.000558362031793053,-2.1666074660836,NA,NA,NA," 09100 Metabolism","  09101 Carbohydrate metabolism","   00500 Starch and sucrose metabolism","    K02810  scrA, sacP, sacX, ptsS; sucrose PTS system EIIBCA or EIIBC component"
"69","K26064",2.16131933966627,-0.00055699921501291,-2.16131933966627,"Degradation","Amino acid degradation","Amino acid degradation: Lysine"," 09100 Metabolism","  09105 Amino acid metabolism","   00310 Lysine degradation","    K26064  amaD; D-lysine oxidase"
"70","K04780",2.15902988127314,-0.000556409192749947,-2.15902988127314,NA,NA,NA," 09100 Metabolism","  09109 Metabolism of terpenoids and polyketides","   01053 Biosynthesis of siderophore group nonribosomal peptides","    K04780  dhbF; glyine---[glycyl-carrier protein] ligase"
"71","K00153",2.15468321110529,-0.00055528900110266,-2.15468321110529,NA,NA,NA," 09190 Not Included in Pathway or Brite","  09191 Unclassified: metabolism","   99980 Enzymes with EC numbers","    K00153  E1.1.1.306; S-(hydroxymethyl)mycothiol dehydrogenase"
"72","K01552",2.15322628317331,-0.00055491353242501,-2.15322628317331,NA,NA,NA," 09180 Brite Hierarchies","  09183 Protein families: signaling and cellular processes","   02000 Transporters","    K01552  ecfA; energy-coupling factor transport system ATP-binding protein"
"73","K03734",2.15057513456176,-0.000554230298037378,-2.15057513456176,NA,NA,NA," 09190 Not Included in Pathway or Brite","  09191 Unclassified: metabolism","   99980 Enzymes with EC numbers","    K03734  apbE; FAD:protein FMN transferase"
"74","K13043",2.14925381508934,-0.000553889777367704,-2.14925381508934,NA,NA,NA," 09190 Not Included in Pathway or Brite","  09191 Unclassified: metabolism","   99980 Enzymes with EC numbers","    K13043  argF; N-succinyl-L-ornithine transcarbamylase"
"75","K01256",2.14794441450838,-0.000553552328346477,-2.14794441450838,NA,NA,NA," 09100 Metabolism","  09106 Metabolism of other amino acids","   00480 Glutathione metabolism","    K01256  pepN; aminopeptidase N"
"76","K07056",2.13314719191545,-0.000549738897717617,-2.13314719191545,NA,NA,NA," 09180 Brite Hierarchies","  09182 Protein families: genetic information processing","   03009 Ribosome biogenesis","    K07056  rsmI; 16S rRNA (cytidine1402-2'-O)-methyltransferase"
"77","K00525",2.1321620426941,-0.000549485012355608,-2.1321620426941,"Biosynthesis","Nucleotide biosynthesis","Nucleotide biosynthesis: ribonucleotide"," 09100 Metabolism","  09104 Nucleotide metabolism","   00230 Purine metabolism","    K00525  E1.17.4.1A, nrdA, nrdE; ribonucleoside-diphosphate reductase alpha chain"
"78","K25180",2.13129022860192,-0.000549260334883813,-2.13129022860192,NA,NA,NA," 09180 Brite Hierarchies","  09183 Protein families: signaling and cellular processes","   02000 Transporters","    K25180  ybhR; drug efflux transport system permease protein"
"79","K09988",2.11830255453535,-0.000545913247700924,-2.11830255453535,NA,NA,NA," 09100 Metabolism","  09101 Carbohydrate metabolism","   00040 Pentose and glucuronate interconversions","    K09988  lyxA; D-lyxose ketol-isomerase"
"80","K10773",2.10782211504186,-0.000543212306445403,-2.10782211504186,NA,NA,NA," 09120 Genetic Information Processing","  09124 Replication and repair","   03410 Base excision repair","    K10773  NTHL1, nth; endonuclease III"
"81","K03684",2.10702974150353,-0.000543008101804863,-2.10702974150353,NA,NA,NA," 09180 Brite Hierarchies","  09182 Protein families: genetic information processing","   03016 Transfer RNA biogenesis","    K03684  rnd; ribonuclease D"
"82","K16044",2.10551692181656,-0.000542618229118013,-2.10551692181656,NA,NA,NA," 09100 Metabolism","  09101 Carbohydrate metabolism","   00562 Inositol phosphate metabolism","    K16044  iolW; scyllo-inositol 2-dehydrogenase (NADP+)"
"83","K16868",2.10549493936756,-0.000542612563964043,-2.10549493936756,NA,NA,NA," 09190 Not Included in Pathway or Brite","  09191 Unclassified: metabolism","   99980 Enzymes with EC numbers","    K16868  tehB; tellurite methyltransferase"
"84","K19055",2.1021043896007,-0.000541738776586147,-2.1021043896007,NA,NA,NA," 09180 Brite Hierarchies","  09182 Protein families: genetic information processing","   03016 Transfer RNA biogenesis","    K19055  prdX, proX; Ala-tRNA(Pro) deacylase"
"85","K01183",2.0994046855831,-0.000541043028858835,-2.0994046855831,NA,NA,NA," 09100 Metabolism","  09101 Carbohydrate metabolism","   00520 Amino sugar and nucleotide sugar metabolism","    K01183  E3.2.1.14; chitinase"
"86","K14267",2.09714826153599,-0.000540461519962896,-2.09714826153599,"Biosynthesis","Amino acid biosynthesis","Amino acid bioysnthesis: shared or other"," 09100 Metabolism","  09105 Amino acid metabolism","   00300 Lysine biosynthesis","    K14267  dapC; N-succinyldiaminopimelate aminotransferase"
"87","K03321",2.09225655167845,-0.000539200864722964,-2.09225655167845,NA,NA,NA," 09180 Brite Hierarchies","  09183 Protein families: signaling and cellular processes","   02000 Transporters","    K03321  TC.SULP; sulfate permease, SulP family"
"88","K07768",2.09053693232861,-0.000538757697158409,-2.09053693232861,NA,NA,NA," 09130 Environmental Information Processing","  09132 Signal transduction","   02020 Two-component system","    K07768  senX3; two-component system, OmpR family, sensor histidine kinase SenX3"
"89","K02297",2.08244931143517,-0.000536673415392967,-2.08244931143517,"Energy","Electron transport chain","ETC: Cytochrome C oxidase"," 09100 Metabolism","  09102 Energy metabolism","   00190 Oxidative phosphorylation","    K02297  cyoA; cytochrome o ubiquinol oxidase subunit II"
"90","K02133",2.08123300179346,-0.000536359957079236,-2.08123300179346,"Energy","ATPase","ATPase: F-type"," 09100 Metabolism","  09102 Energy metabolism","   00190 Oxidative phosphorylation","    K02133  ATPeF1B, ATP5B, ATP2; F-type H+-transporting ATPase subunit beta"
"91","K03117",2.05870593327152,-0.000530554447799334,-2.05870593327152,NA,NA,NA," 09120 Genetic Information Processing","  09123 Folding, sorting and degradation","   03060 Protein export","    K03117  tatB; sec-independent protein translocase protein TatB"
"92","K19804",2.05128584261923,-0.000528642196984382,-2.05128584261923,NA,NA,NA," 09190 Not Included in Pathway or Brite","  09191 Unclassified: metabolism","   99986 Glycan metabolism","    K19804  lapB; lipopolysaccharide assembly protein B"
"93","K08372",2.04527977730227,-0.000527094358307575,-2.04527977730227,NA,NA,NA," 09130 Environmental Information Processing","  09132 Signal transduction","   02020 Two-component system","    K08372  pepD; putative serine protease PepD"
"94","K06140",2.04403314438505,-0.000526773085303832,-2.04403314438505,NA,NA,NA," 09180 Brite Hierarchies","  09182 Protein families: genetic information processing","   03000 Transcription factors","    K06140  rnk; regulator of nucleoside diphosphate kinase"
"95","K01079",2.04275948160418,-0.000526444846363796,-2.04275948160418,"Biosynthesis","Amino acid biosynthesis","Amino acid biosynthesis: Serine"," 09100 Metabolism","  09102 Energy metabolism","   00680 Methane metabolism","    K01079  serB, PSPH; phosphoserine phosphatase"
"96","K01880",2.02292586151233,-0.000521333472667519,-2.02292586151233,NA,NA,NA," 09120 Genetic Information Processing","  09122 Translation","   00970 Aminoacyl-tRNA biosynthesis","    K01880  GARS, glyS1; glycyl-tRNA synthetase"
"97","K00254",2.02276602759186,-0.000521292281453151,-2.02276602759186,"Biosynthesis","Nucleotide biosynthesis","Nucleotide biosynthesis: pyrimidine"," 09100 Metabolism","  09104 Nucleotide metabolism","   00240 Pyrimidine metabolism","    K00254  DHODH, pyrD; dihydroorotate dehydrogenase"
"98","K15064",2.01862876035073,-0.000520226055577449,-2.01862876035073,"Degradation","Xenobiotics degradation","Xenobiotics degradation: Aminobenzoate"," 09100 Metabolism","  09111 Xenobiotics biodegradation and metabolism","   00627 Aminobenzoate degradation","    K15064  desA; syringate O-demethylase"
"99","K05972",2.01807748521339,-0.00052008398503141,-2.01807748521339,NA,NA,NA," 09190 Not Included in Pathway or Brite","  09191 Unclassified: metabolism","   99980 Enzymes with EC numbers","    K05972  AXE1; acetylxylan esterase"
"100","K00847",2.01709490752876,-0.000519830762386802,-2.01709490752876,NA,NA,NA," 09100 Metabolism","  09101 Carbohydrate metabolism","   00051 Fructose and mannose metabolism","    K00847  E2.7.1.4, scrK; fructokinase"
"101","K00946",2.01067782955259,-0.000518177000571136,-2.01067782955259,NA,NA,NA," 09100 Metabolism","  09108 Metabolism of cofactors and vitamins","   00730 Thiamine metabolism","    K00946  thiL; thiamine-monophosphate kinase"
"102","K00863",2.01001292281769,-0.000518005645731247,-2.01001292281769,"Biosynthesis","Lipid biosynthesis","Lipid biosynthesis: Glycerolipid"," 09100 Metabolism","  09101 Carbohydrate metabolism","   00051 Fructose and mannose metabolism","    K00863  DAK, TKFC; triose/dihydroxyacetone kinase / FAD-AMP lyase (cyclizing)"
"103","K08167",2.00227388963652,-0.000516011199409616,-2.00227388963652,NA,NA,NA," 09180 Brite Hierarchies","  09183 Protein families: signaling and cellular processes","   02000 Transporters","    K08167  smvA, qacA, lfrA; MFS transporter, DHA2 family, multidrug resistance protein"
"104","K09166",2.00176025974306,-0.000515878830517053,-2.00176025974306,NA,NA,NA," 09190 Not Included in Pathway or Brite","  09194 Poorly characterized","   99997 Function unknown","    K09166  K09166; uncharacterized protein"
"105","K08156",2.00156951505361,-0.00051582967320821,-2.00156951505361,NA,NA,NA," 09180 Brite Hierarchies","  09183 Protein families: signaling and cellular processes","   02000 Transporters","    K08156  araJ; MFS transporter, DHA1 family, arabinose polymer utilization protein"
"106","K00156",1.99988657967566,-0.000515395959565234,-1.99988657967566,NA,NA,NA," 09100 Metabolism","  09101 Carbohydrate metabolism","   00620 Pyruvate metabolism","    K00156  poxB; pyruvate dehydrogenase (quinone)"
"107","K24310",1.99959679170028,-0.000515321277554186,-1.99959679170028,NA,NA,NA," 09100 Metabolism","  09107 Glycan biosynthesis and metabolism","   00541 O-Antigen nucleotide sugar biosynthesis","    K24310  wbpV, wreQ; UDP-N-acetyl-alpha-D-quinovosamine dehydrogenase"
"108","K01255",1.99477894286803,-0.000514079657230727,-1.99477894286803,NA,NA,NA," 09100 Metabolism","  09106 Metabolism of other amino acids","   00480 Glutathione metabolism","    K01255  CARP, pepA; leucyl aminopeptidase"
"109","K12990",1.99446234438412,-0.000513998065813959,-1.99446234438412,NA,NA,NA," 09140 Cellular Processes","  09145 Cellular community - prokaryotes","   02024 Quorum sensing","    K12990  rfbF, rhlC; rhamnosyltransferase"
"110","K02243",1.98411671102033,-0.000511331865795902,-1.98411671102033,NA,NA,NA," 09180 Brite Hierarchies","  09183 Protein families: signaling and cellular processes","   02044 Secretion system","    K02243  comGA; competence protein ComGA"
"111","K01047",1.98289235609219,-0.000511016334110531,-1.98289235609219,NA,NA,NA," 09100 Metabolism","  09103 Lipid metabolism","   00564 Glycerophospholipid metabolism","    K01047  PLA2G, SPLA2; secretory phospholipase A2"
"112","K17328",1.98166784894307,-0.000510700763195896,-1.98166784894307,NA,NA,NA," 09130 Environmental Information Processing","  09131 Membrane transport","   02010 ABC transporters","    K17328  bxlG; xylobiose transport system permease protein"
"113","K16840",1.97993797447347,-0.00051025495275782,-1.97993797447347,"Degradation","Nucleotide degradation","Nucleotide degradation: purine"," 09100 Metabolism","  09104 Nucleotide metabolism","   00230 Purine metabolism","    K16840  hpxQ; 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase"
