"","Query","VIP","Comp1","coefficient","Level1","Level2","Level3","Level4","VIP.sign","fct_reorder.Query..VIP.sign."
"23","K21298",2.71933082933551,0.0135189724311279,0.000700805803891138," 09190 Not Included in Pathway or Brite","  09191 Unclassified: metabolism","   99980 Enzymes with EC numbers","    K21298  E2.4.1.333; 1,2-beta-oligoglucan phosphorylase",2.71933082933551,"K21298"
"24","K00217",2.68183321499752,0.0045515710887571,0.000691142196404823," 09100 Metabolism","  09111 Xenobiotics biodegradation and metabolism","   00362 Benzoate degradation","    K00217  E1.3.1.32; maleylacetate reductase",2.68183321499752,"K00217"
"25","K17762",2.62776104279183,0.0296524778754085,0.000677207116604324," 09180 Brite Hierarchies","  09182 Protein families: genetic information processing","   03021 Transcription machinery","    K17762  rsbS; rsbT antagonist protein RsbS",2.62776104279183,"K17762"
"26","K01146",2.62690812580031,0.0156822127823017,0.000676987309153372," 09190 Not Included in Pathway or Brite","  09192 Unclassified: genetic information processing","   99976 Replication and repair","    K01146  xni; protein Xni",2.62690812580031,"K01146"
"27","K14727",2.61513247332234,0.0197325374521427,0.000673952575198921," 09100 Metabolism","  09111 Xenobiotics biodegradation and metabolism","   00362 Benzoate degradation","    K14727  pcaL; 3-oxoadipate enol-lactonase / 4-carboxymuconolactone decarboxylase",2.61513247332234,"K14727"
"28","K09897",2.5990264954868,0.00110886860442486,0.000669801861860653," 09190 Not Included in Pathway or Brite","  09194 Poorly characterized","   99997 Function unknown","    K09897  K09897; uncharacterized protein",2.5990264954868,"K09897"
"29","K00387",2.59472084340896,0.0113837789385201,0.000668692241091772," 09100 Metabolism","  09102 Energy metabolism","   00920 Sulfur metabolism","    K00387  SUOX; sulfite oxidase",2.59472084340896,"K00387"
"30","K06965",2.5937054046288,0.0288968656409811,0.000668430549728973," 09120 Genetic Information Processing","  09122 Translation","   03015 mRNA surveillance pathway","    K06965  PELO, DOM34, pelA; protein pelota",2.5937054046288,"K06965"
"31","K18482",2.57366602092454,0.0193627762974342,0.000663266148158246," 09100 Metabolism","  09108 Metabolism of cofactors and vitamins","   00790 Folate biosynthesis","    K18482  ADCL; 4-amino-4-deoxychorismate lyase",2.57366602092454,"K18482"
"32","K09120",2.571102855815,0.0166734474422499,0.000662605588227207," 09180 Brite Hierarchies","  09182 Protein families: genetic information processing","   03400 DNA repair and recombination proteins","    K09120  dU; endonuclease dU",2.571102855815,"K09120"
"33","K14682",2.56956939402335,0.0136474440474669,0.00066221039581," 09100 Metabolism","  09105 Amino acid metabolism","   00220 Arginine biosynthesis","    K14682  argAB; amino-acid N-acetyltransferase",2.56956939402335,"K14682"
"34","K02339",2.56785609748831,0.0212337760822536,0.000661768857714455," 09120 Genetic Information Processing","  09124 Replication and repair","   03030 DNA replication","    K02339  holC; DNA polymerase III subunit chi",2.56785609748831,"K02339"
"35","K12369",2.535942955614,0.0058442684716437,-0.000653544439116815," 09130 Environmental Information Processing","  09131 Membrane transport","   02010 ABC transporters","    K12369  dppB; dipeptide transport system permease protein",2.535942955614,"K12369"
"36","K10943",2.5336933685457,0.0164645625714379,0.000652964692196427," 09130 Environmental Information Processing","  09132 Signal transduction","   02020 Two-component system","    K10943  flrC, fleR, flaM; two-component system, response regulator FlrC",2.5336933685457,"K10943"
"37","K07182",2.5250648750731,0.0260405806345687,0.000650741020755203," 09190 Not Included in Pathway or Brite","  09193 Unclassified: signaling and cellular processes","   99995 Signaling proteins","    K07182  K07182; CBS domain-containing protein",2.5250648750731,"K07182"
"38","K04037",2.52184442584901,0.0317718680540509,0.000649911070429546," 09100 Metabolism","  09108 Metabolism of cofactors and vitamins","   00860 Porphyrin metabolism","    K04037  chlL; light-independent protochlorophyllide reductase subunit L",2.52184442584901,"K04037"
"39","K21741",2.51794656626177,0.0168899912095099,0.000648906542921519," 09190 Not Included in Pathway or Brite","  09194 Poorly characterized","   99996 General function prediction only","    K21741  rclC; reactive chlorine resistance protein C",2.51794656626177,"K21741"
"40","K12276",2.50517339465643,0.0116151732567342,0.000645614735724487," 09140 Cellular Processes","  09145 Cellular community - prokaryotes","   05111 Biofilm formation - Vibrio cholerae","    K12276  mshE; MSHA biogenesis protein MshE",2.50517339465643,"K12276"
"41","K04113",2.50002761697211,0.0320885423376148,0.000644288604005682," 09100 Metabolism","  09111 Xenobiotics biodegradation and metabolism","   00362 Benzoate degradation","    K04113  bcrB, badE; benzoyl-CoA reductase subunit B",2.50002761697211,"K04113"
"42","K03656",2.49549382392473,0.00735771155555926,0.000643120188435583," 09180 Brite Hierarchies","  09182 Protein families: genetic information processing","   03400 DNA repair and recombination proteins","    K03656  rep; ATP-dependent DNA helicase Rep",2.49549382392473,"K03656"
"43","K21726",2.49326369996338,0.0100416587390279,0.000642545457402988," 09100 Metabolism","  09111 Xenobiotics biodegradation and metabolism","   00627 Aminobenzoate degradation","    K21726  npcA; 4-nitrophenol 2-monooxygenase / 4-nitrocatechol 4-monooxygenase, oxygenase component",2.49326369996338,"K21726"
"44","K23016",2.49122316384838,0.00575171345292803,0.000642019585546201," 09180 Brite Hierarchies","  09183 Protein families: signaling and cellular processes","   02000 Transporters","    K23016  lgoT; MFS transporter, ACS family, L-galactonate transporter",2.49122316384838,"K23016"
"45","K13774",2.48439774512296,0.0270984689792939,0.00064026058917652," 09100 Metabolism","  09109 Metabolism of terpenoids and polyketides","   00907 Pinene, camphor and geraniol degradation","    K13774  atuB; citronellol/citronellal dehydrogenase",2.48439774512296,"K13774"
"46","K22350",2.48095366968613,0.0396394377674203,0.000639373007559333," 09190 Not Included in Pathway or Brite","  09191 Unclassified: metabolism","   99980 Enzymes with EC numbers","    K22350  mcoA; manganese oxidase",2.48095366968613,"K22350"
"47","K16066",2.47564554168356,0.0257745502446252,0.000638005036118761," 09100 Metabolism","  09104 Nucleotide metabolism","   00240 Pyrimidine metabolism","    K16066  ydfG; 3-hydroxy acid dehydrogenase / malonic semialdehyde reductase",2.47564554168356,"K16066"
"48","K00801",2.4524957015964,0.027930812536034,0.000632039030762879," 09100 Metabolism","  09103 Lipid metabolism","   00100 Steroid biosynthesis","    K00801  FDFT1; farnesyl-diphosphate farnesyltransferase",2.4524957015964,"K00801"
"49","K13778",2.4495045776588,0.0344900334296053,0.000631268180451833," 09100 Metabolism","  09109 Metabolism of terpenoids and polyketides","   00907 Pinene, camphor and geraniol degradation","    K13778  atuC; geranyl-CoA carboxylase beta subunit",2.4495045776588,"K13778"
"50","K15514",2.44171689528828,0.0209432396193011,0.000629261196621382," 09100 Metabolism","  09111 Xenobiotics biodegradation and metabolism","   00362 Benzoate degradation","    K15514  boxD; 3,4-dehydroadipyl-CoA semialdehyde dehydrogenase",2.44171689528828,"K15514"
"51","K08714",2.43906559274682,0.00414214876396846,0.000628577922564074," 09180 Brite Hierarchies","  09183 Protein families: signaling and cellular processes","   02000 Transporters","    K08714  VGSC; voltage-gated sodium channel",2.43906559274682,"K08714"
"52","K07814",2.42637851151082,0.0142656146083907,0.000625308301939503," 09190 Not Included in Pathway or Brite","  09191 Unclassified: metabolism","   99980 Enzymes with EC numbers","    K07814  K07814; cyclic di-GMP phosphodiesterase",2.42637851151082,"K07814"
"53","K11924",2.42325391077385,0.0118138468225423,0.000624503052976159," 09180 Brite Hierarchies","  09182 Protein families: genetic information processing","   03000 Transcription factors","    K11924  mntR; DtxR family transcriptional regulator, manganese transport regulator",2.42325391077385,"K11924"
"54","K03263",2.41976421808284,0.0288549901990577,0.000623603715218033," 09180 Brite Hierarchies","  09182 Protein families: genetic information processing","   03012 Translation factors","    K03263  EIF5A; translation initiation factor 5A",2.41976421808284,"K03263"
"55","K20762",2.41261730566935,0.0186436431361131,0.000621761865875818," 09190 Not Included in Pathway or Brite","  09191 Unclassified: metabolism","   99980 Enzymes with EC numbers","    K20762  scnC; thiocyanate hydrolase subunit gamma",2.41261730566935,"K20762"
"56","K19622",2.41126755576227,0.0118569197159095,0.000621414018325062," 09130 Environmental Information Processing","  09132 Signal transduction","   02020 Two-component system","    K19622  phcR; two-component system, response regulator PhcR",2.41126755576227,"K19622"
"57","K08097",2.40884007140074,0.0152864070395493,0.000620788425031643," 09100 Metabolism","  09102 Energy metabolism","   00680 Methane metabolism","    K08097  comA; phosphosulfolactate synthase",2.40884007140074,"K08097"
"58","K20528",2.40532012662345,0.019204500872428,0.000619881290929867," 09140 Cellular Processes","  09145 Cellular community - prokaryotes","   02024 Quorum sensing","    K20528  trbC; type IV secretion system protein TrbC",2.40532012662345,"K20528"
"59","K10916",2.39849523369554,0.0354852342487484,0.000618122430064829," 09130 Environmental Information Processing","  09132 Signal transduction","   02020 Two-component system","    K10916  cqsS; two-component system, CAI-1 autoinducer sensor kinase/phosphatase CqsS",2.39849523369554,"K10916"
"60","K01497",2.3938537142588,0.0226790873691117,0.000616926252047408," 09100 Metabolism","  09108 Metabolism of cofactors and vitamins","   00740 Riboflavin metabolism","    K01497  ribA, RIB1; GTP cyclohydrolase II",2.3938537142588,"K01497"
"61","K13378",2.38872215248545,0.0230997062222402,0.000615603783947906," 09100 Metabolism","  09102 Energy metabolism","   00190 Oxidative phosphorylation","    K13378  nuoCD; NADH-quinone oxidoreductase subunit C/D",2.38872215248545,"K13378"
"62","K03124",2.37756218423346,0.0331871813458512,0.000612727719572853," 09120 Genetic Information Processing","  09121 Transcription","   03022 Basal transcription factors","    K03124  TFIIB, GTF2B, SUA7, tfb; transcription initiation factor TFIIB",2.37756218423346,"K03124"
"63","K09142",2.36944882910139,0.0340490943687353,0.000610636805769999," 09180 Brite Hierarchies","  09182 Protein families: genetic information processing","   03036 Chromosome and associated proteins","    K09142  SPOUT1; methyltransferase",2.36944882910139,"K09142"
"64","K00558",2.36717588975014,0.0135093032710286,-0.000610051040672181," 09100 Metabolism","  09105 Amino acid metabolism","   00270 Cysteine and methionine metabolism","    K00558  DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1",2.36717588975014,"K00558"
"65","K20530",2.36162622869293,0.0203343094117552,0.000608620823121388," 09140 Cellular Processes","  09145 Cellular community - prokaryotes","   02024 Quorum sensing","    K20530  trbE; type IV secretion system protein TrbE",2.36162622869293,"K20530"
"66","K06974",2.3514774318695,0.0209377345811954,0.000606005350358883," 09180 Brite Hierarchies","  09181 Protein families: metabolism","   01002 Peptidases and inhibitors","    K06974  amzA, AMZ2, AMZ1; archaemetzincin",2.3514774318695,"K06974"
"67","K11890",2.34987809097281,0.0338911974529361,0.000605593180066577," 09140 Cellular Processes","  09145 Cellular community - prokaryotes","   02025 Biofilm formation - Pseudomonas aeruginosa","    K11890  impM; type VI secretion system protein ImpM",2.34987809097281,"K11890"
"68","K00196",2.34960825399114,0.040846912813017,0.000605523639677885," 09100 Metabolism","  09102 Energy metabolism","   00720 Carbon fixation pathways in prokaryotes","    K00196  cooF; anaerobic carbon-monoxide dehydrogenase iron sulfur subunit",2.34960825399114,"K00196"
"69","K18236",2.34815063232272,0.0175676365145733,0.000605147992215617," 09180 Brite Hierarchies","  09183 Protein families: signaling and cellular processes","   01504 Antimicrobial resistance genes","    K18236  lnuB_F, lin; lincosamide nucleotidyltransferase B/F",2.34815063232272,"K18236"
"70","K12508",2.3422739449749,0.0313396856787258,0.000603633495870936," 09190 Not Included in Pathway or Brite","  09191 Unclassified: metabolism","   99980 Enzymes with EC numbers","    K12508  fcs; feruloyl-CoA synthase",2.3422739449749,"K12508"
"71","K08226",2.3418360442832,0.0345777981194846,0.000603520643347454," 09180 Brite Hierarchies","  09183 Protein families: signaling and cellular processes","   02000 Transporters","    K08226  pucC; MFS transporter, BCD family, chlorophyll transporter",2.3418360442832,"K08226"
"72","K02203",2.3371769607927,0.0212937782533119,0.000602319938852168," 09100 Metabolism","  09102 Energy metabolism","   00680 Methane metabolism","    K02203  thrH; phosphoserine / homoserine phosphotransferase",2.3371769607927,"K02203"
"73","K07318",2.32408198799831,0.0251545187186008,0.000598945199435724," 09180 Brite Hierarchies","  09183 Protein families: signaling and cellular processes","   02048 Prokaryotic defense system","    K07318  K07318; adenine-specific DNA-methyltransferase",2.32408198799831,"K07318"
"74","K06997",2.3133801477167,0.00620466922828354,-0.000596187200408625," 09190 Not Included in Pathway or Brite","  09191 Unclassified: metabolism","   99985 Amino acid metabolism","    K06997  yggS, PROSC; PLP dependent protein",2.3133801477167,"K06997"
"75","K07397",2.30663634992091,0.0169144542472311,0.000594449238780502," 09190 Not Included in Pathway or Brite","  09192 Unclassified: genetic information processing","   99975 Protein processing","    K07397  yhfA; putative redox protein",2.30663634992091,"K07397"
"76","K11336",2.30656531186936,0.0331328704129776,0.000594430931379916," 09100 Metabolism","  09108 Metabolism of cofactors and vitamins","   00860 Porphyrin metabolism","    K11336  bchF; 3-vinyl bacteriochlorophyllide hydratase",2.30656531186936,"K11336"
"77","K03274",2.30478544399749,0.0231951157033598,0.000593972237012421,NA,NA,NA,NA,2.30478544399749,"K03274"
"78","K07460",2.30173690373673,0.00757612149482206,-0.000593186589791756," 09190 Not Included in Pathway or Brite","  09192 Unclassified: genetic information processing","   99976 Replication and repair","    K07460  yraN; putative endonuclease",2.30173690373673,"K07460"
"79","K13832",2.30105302773279,0.0210571775601497,0.000593010346332324," 09100 Metabolism","  09105 Amino acid metabolism","   00400 Phenylalanine, tyrosine and tryptophan biosynthesis","    K13832  aroDE, DHQ-SDH; 3-dehydroquinate dehydratase / shikimate dehydrogenase",2.30105302773279,"K13832"
"80","K04798",2.29520593014542,0.0354867099260944,0.000591503475641586," 09180 Brite Hierarchies","  09182 Protein families: genetic information processing","   03110 Chaperones and folding catalysts","    K04798  pfdB, PFDN6; prefoldin beta subunit",2.29520593014542,"K04798"
"81","K13770",2.29084738762087,0.0286749593436758,0.000590380224338449," 09180 Brite Hierarchies","  09182 Protein families: genetic information processing","   03000 Transcription factors","    K13770  ysiA, fadR; TetR/AcrR family transcriptional regulator, fatty acid metabolism regulator protein",2.29084738762087,"K13770"
"82","K00833",2.2864410037375,0.0312124960452107,0.000589244643714598," 09100 Metabolism","  09108 Metabolism of cofactors and vitamins","   00780 Biotin metabolism","    K00833  bioA; adenosylmethionine---8-amino-7-oxononanoate aminotransferase",2.2864410037375,"K00833"
"83","K01156",2.27807694235014,0.0320230596093961,0.000587089119752182," 09180 Brite Hierarchies","  09183 Protein families: signaling and cellular processes","   02048 Prokaryotic defense system","    K01156  res; type III restriction enzyme",2.27807694235014,"K01156"
"84","K00958",2.26787666752003,0.0254713344390773,0.000584460380459005," 09100 Metabolism","  09102 Energy metabolism","   00920 Sulfur metabolism","    K00958  sat, met3; sulfate adenylyltransferase",2.26787666752003,"K00958"
"85","K20151",2.26608904662637,0.00324933944732233,-0.00058399968804015," 09180 Brite Hierarchies","  09181 Protein families: metabolism","   01003 Glycosyltransferases","    K20151  fucT; alpha(1,3/1,4) fucosyltransferase",2.26608904662637,"K20151"
"86","K02473",2.26272877779729,0.0399777566429811,0.000583133704441299," 09100 Metabolism","  09101 Carbohydrate metabolism","   00520 Amino sugar and nucleotide sugar metabolism","    K02473  wbpP; UDP-N-acetylglucosamine/UDP-N-acetylgalactosamine 4-epimerase",2.26272877779729,"K02473"
"87","K20459",2.26231971344465,0.00614434762246276,0.000583028283405578," 09130 Environmental Information Processing","  09131 Membrane transport","   02010 ABC transporters","    K20459  nukF, mcdF, sboF; lantibiotic transport system ATP-binding protein",2.26231971344465,"K20459"
"88","K25097",2.25787993335981,0.00217812696841872,0.000581884096159991," 09180 Brite Hierarchies","  09183 Protein families: signaling and cellular processes","   02000 Transporters","    K25097  agpB; alpha-galactoside transport system permease protein",2.25787993335981,"K25097"
"89","K02724",2.25745411917768,0.0138341684478452,0.000581774358482252," 09100 Metabolism","  09102 Energy metabolism","   00195 Photosynthesis","    K02724  psbZ; photosystem II PsbZ protein",2.25745411917768,"K02724"
"90","K07216",2.25292599399893,0.0143098898213443,0.000580607403593284," 09190 Not Included in Pathway or Brite","  09193 Unclassified: signaling and cellular processes","   99994 Others","    K07216  hr; hemerythrin",2.25292599399893,"K07216"
"91","K01826",2.25274183544521,0.027544317371486,0.000580559943614567," 09100 Metabolism","  09105 Amino acid metabolism","   00350 Tyrosine metabolism","    K01826  hpaF, hpcD; 5-carboxymethyl-2-hydroxymuconate isomerase",2.25274183544521,"K01826"
"92","K00556",2.24936693494745,0.00747694402239388,0.000579690189250417," 09180 Brite Hierarchies","  09182 Protein families: genetic information processing","   03016 Transfer RNA biogenesis","    K00556  trmH; tRNA (guanosine-2'-O-)-methyltransferase",2.24936693494745,"K00556"
"93","K03928",2.24652761037951,0.0166017923587369,0.000578958459548801," 09190 Not Included in Pathway or Brite","  09191 Unclassified: metabolism","   99980 Enzymes with EC numbers","    K03928  yvaK; carboxylesterase",2.24652761037951,"K03928"
"94","K07226",2.23281319417772,0.00730932309971469,0.000575424081764566," 09100 Metabolism","  09108 Metabolism of cofactors and vitamins","   00860 Porphyrin metabolism","    K07226  hutZ, hugZ; heme oxygenase (biliverdin-IX-beta and delta-forming)",2.23281319417772,"K07226"
"95","K07711",2.22180949118339,0.0280121576203297,0.000572588288914526," 09130 Environmental Information Processing","  09132 Signal transduction","   02020 Two-component system","    K07711  glrK, qseE; two-component system, NtrC family, sensor histidine kinase GlrK",2.22180949118339,"K07711"
"96","K18981",2.21796607575538,0.0213798535347746,0.000571597792352042," 09100 Metabolism","  09101 Carbohydrate metabolism","   00053 Ascorbate and aldarate metabolism","    K18981  udh; uronate dehydrogenase",2.21796607575538,"K18981"
"97","K10715",2.21691031396361,0.0088477778135761,-0.000571325709241294," 09130 Environmental Information Processing","  09132 Signal transduction","   02020 Two-component system","    K10715  rpfC; two-component system, sensor histidine kinase RpfC",2.21691031396361,"K10715"
"98","K04568",2.20739134495818,0.00293063385456445,-0.000568872551039982," 09180 Brite Hierarchies","  09182 Protein families: genetic information processing","   03012 Translation factors","    K04568  epmA, poxA; elongation factor P--(R)-beta-lysine ligase",2.20739134495818,"K04568"
"99","K11333",2.20625211776887,0.0259707360843277,0.000568578957845065," 09100 Metabolism","  09108 Metabolism of cofactors and vitamins","   00860 Porphyrin metabolism","    K11333  bchX; 3,8-divinyl chlorophyllide a/chlorophyllide a reductase subunit X",2.20625211776887,"K11333"
"100","K04068",2.19698460435303,0.0145121294403071,0.000566190602916199," 09190 Not Included in Pathway or Brite","  09191 Unclassified: metabolism","   99980 Enzymes with EC numbers","    K04068  nrdG; anaerobic ribonucleoside-triphosphate reductase activating protein",2.19698460435303,"K04068"
"101","K13670",2.18618040757318,0.022143438703493,0.000563406225330355," 09190 Not Included in Pathway or Brite","  09191 Unclassified: metabolism","   99980 Enzymes with EC numbers","    K13670  pimF; putative glycosyltransferase",2.18618040757318,"K13670"
"102","K00275",2.18481435998909,0.00510845849111652,-0.000563054177662967," 09100 Metabolism","  09108 Metabolism of cofactors and vitamins","   00750 Vitamin B6 metabolism","    K00275  pdxH, PNPO; pyridoxamine 5'-phosphate oxidase",2.18481435998909,"K00275"
"103","K16216",2.17893171783898,0.0192965413826923,0.000561538146690738," 09190 Not Included in Pathway or Brite","  09191 Unclassified: metabolism","   99980 Enzymes with EC numbers","    K16216  yueD; benzil reductase ((S)-benzoin forming)",2.17893171783898,"K16216"
"104","K07060",2.17758861864359,0.0252559898012013,0.000561192013112146," 09180 Brite Hierarchies","  09183 Protein families: signaling and cellular processes","   02048 Prokaryotic defense system","    K07060  nob1; endoribonuclease Nob1",2.17758861864359,"K07060"
"105","K07023",2.16896512273093,0.0230911533914979,0.000558969629605061," 09100 Metabolism","  09104 Nucleotide metabolism","   00230 Purine metabolism","    K07023  YGK1, HDDC2; 5'-deoxynucleotidase",2.16896512273093,"K07023"
"106","K15898",2.16739990848829,0.0161518427950176,0.000558566254181319," 09100 Metabolism","  09101 Carbohydrate metabolism","   00520 Amino sugar and nucleotide sugar metabolism","    K15898  pseI, neuB3; pseudaminic acid synthase",2.16739990848829,"K15898"
"107","K09966",2.1673891343802,0.0197539819462123,0.000558563477557969," 09190 Not Included in Pathway or Brite","  09194 Poorly characterized","   99997 Function unknown","    K09966  K09966; uncharacterized protein",2.1673891343802,"K09966"
"108","K09975",2.16323273803463,0.0038114167572005,0.000557492321871125," 09190 Not Included in Pathway or Brite","  09194 Poorly characterized","   99997 Function unknown","    K09975  K09975; uncharacterized protein",2.16323273803463,"K09975"
"109","K13497",2.16266733213178,0.0282959490079941,0.00055734660964884," 09100 Metabolism","  09105 Amino acid metabolism","   00400 Phenylalanine, tyrosine and tryptophan biosynthesis","    K13497  trpGD; anthranilate synthase/phosphoribosyltransferase",2.16266733213178,"K13497"
"110","K03113",2.16063059621369,0.0384612763070175,0.00055682171715066," 09180 Brite Hierarchies","  09182 Protein families: genetic information processing","   03012 Translation factors","    K03113  EIF1, SUI1; translation initiation factor 1",2.16063059621369,"K03113"
"111","K12527",2.15816757706579,0.00357681308823582,0.000556186966095245," 09100 Metabolism","  09106 Metabolism of other amino acids","   00450 Selenocompound metabolism","    K12527  ygfK; putative selenate reductase",2.15816757706579,"K12527"
"112","K01021",2.15323539202726,0.033188821288319,0.000554915879891396," 09190 Not Included in Pathway or Brite","  09191 Unclassified: metabolism","   99980 Enzymes with EC numbers","    K01021  TPST; protein-tyrosine sulfotransferase",2.15323539202726,"K01021"
"113","K00127",2.15253948484616,0.035361056727195,0.000554736535846082," 09100 Metabolism","  09101 Carbohydrate metabolism","   00630 Glyoxylate and dicarboxylate metabolism","    K00127  fdoI, fdsG; formate dehydrogenase subunit gamma",2.15253948484616,"K00127"
"114","K18118",2.14348763252069,0.00873734868420296,0.000552403759496392," 09100 Metabolism","  09101 Carbohydrate metabolism","   00020 Citrate cycle (TCA cycle)","    K18118  aarC, cat1; succinyl-CoA:acetate CoA-transferase",2.14348763252069,"K18118"
"115","K06167",2.1409063062635,0.0282790627869344,0.00055173851920887," 09100 Metabolism","  09106 Metabolism of other amino acids","   00440 Phosphonate and phosphinate metabolism","    K06167  phnP; phosphoribosyl 1,2-cyclic phosphate phosphodiesterase",2.1409063062635,"K06167"
"116","K02241",2.13826129428707,0.0146699951176916,0.000551056866309397," 09180 Brite Hierarchies","  09183 Protein families: signaling and cellular processes","   02044 Secretion system","    K02241  comFB; competence protein ComFB",2.13826129428707,"K02241"
